package,version,released,index,text
car,2.0-15,2012-10-09,0,Added an argument coef. to linearHypothesis so tests of the linear hypohtesis form can be computed without reference to a fitted model
car,2.0-15,2012-10-09,1,Added a linearHypothesis.nlsList method
car,2.0-15,2012-10-09,2,Added an nls method for Boot
car,2.0-15,2012-10-09,3,Recode() introduced as alias for recode() to avoid name clash with Hmisc.
car,2.0-15,2012-10-09,4,residualPlots for glms now ignore starting values for the computing algorithm when computing lack of fit tests; starting values previously caused an error.
car,2.0-15,2012-10-09,5,Marginal Model Plots now allow conditioning on a categorical variable.
car,2.0-14,2012-09-20,0,"Smoothers now given as arguments to scatterplot(), scatterplotMatrix(), residualPlots() and other functions; gamLine(), loessLine() (default), and quantregLine() smoothers provided."
car,2.0-14,2012-09-20,1,linearHypothesis.mer() and Anova.mer() now consistent with pbkrtest version 0.3-2.
car,2.0-14,2012-09-20,2,Small changes and fixes.
car,2.0-13,2012-08-28,0,"Added point marking (id.n, etc.) to dataEllipse"
car,2.0-13,2012-08-28,1,"Changed the default for id.method with the invTranPlot to ""x""."
car,2.0-13,2012-08-28,2,"The ncvTest has been rewritten for stability, and unneeded 'data', 'subset' and 'na.action' argument have been removed"
car,2.0-13,2012-08-28,3,"Added new function 'Boot' that is a simple front-end to boot::boot that will be useful when bootstrapping regression models. Implemented for lm and glm, but this is likely to work for many other S3 regression models with and 'update' method, 'subset' argument."
car,2.0-13,2012-08-28,4,Fixed bug in 'compareCoefs' with non-full rank models
car,2.0-13,2012-08-28,5,"Modified 'bootCase' to return a matrix of class c(""bootCase"", ""matrix"") so generic functions can be written to summarize these objects."
car,2.0-13,2012-08-28,6,Minor changes to the returned value of showLabels to give both the label and the corresponding row number. showLabels documentation tweaked.
car,2.0-13,2012-08-28,7,Improved handling of center.pch argument to ellipse() (suggestion of Rob Kushler).
car,2.0-13,2012-08-28,8,"New test argument for linearHypothesis.mer() and test.statistic argument for Anova.mer() for F-tests with Kenward/Roger df, provided by pbkrtest package."
car,2.0-13,2012-08-28,9,Anova.mlm() now will do univariate repeated-measures ANOVA even if the error SSP matrix is singular.
car,2.0-13,2012-08-28,10,hccm() will now accept a weighted linear models (suggestion of Stefan Holst Bache).
car,2.0-13,2012-08-28,11,deltaMethod.default() now applies coef() and vcov() to a model for which these are supported (generalizing a suggestion by Scott Kostyshak).
car,2.0-13,2012-08-28,12,Fixed handling of labels argument in scatterplot.formula() and scatterplotMatrix.formula().
car,2.0-13,2012-08-28,13,"Fixed qqPlot.default() so that it honors line=""none"" (bug reported by Rob Kushler)."
car,2.0-13,2012-08-28,14,"Added new default method for confidenceEllipse(), which now can construct confidence ellipses for linear functions of coefficients."
car,2.0-13,2012-08-28,15,globalVariables() called for R 2.15.1 or later.
car,2.0-13,2012-08-28,16,Fixed bug in logit() when percents=TRUE and largest percent is 1 (reported by Eric Goodwin).
car,2.0-13,2012-08-28,17,Added radius argument to scatter3d() (suggestion of Antonino Messina).
car,2.0-13,2012-08-28,18,Fixed spurious errors message in scatter3d() when groups present but surface=FALSE (reported by David L. Carlson).
car,2.0-12,2012-01-17,0,modified compareCoefs to support any S4 object with that responds to the 'coefs' and 'vcov' methods (suggestion of David Hugh-Jones).
car,2.0-12,2012-01-17,1,fixed bug in deltaMethod.surveg and deltaMethod.coxph to all use of the 'parameterNames' argument.
car,2.0-12,2012-01-17,2,compareCoefs: added an argument 'print' to suppress printing output. Added support for 'lme' objects.
car,2.0-12,2012-01-17,3,"fixed xlab, ylab arguments and added dfn argument to confidenceEllipse() (suggestions of Michael Friendly)."
car,2.0-12,2012-01-17,4,moved survival from Depends to Suggests (request of Michael Friendly); added survey to Suggests.
car,2.0-12,2012-01-17,5,added Anova.svyglm and linearHypothesis.svyglm.
car,2.0-12,2012-01-17,6,fixed bug in linearHypothesis() that affected printing of some hypotheses (reported by Arne Henningsen).
car,2.0-12,2012-01-17,7,fixed bug in Anova() for GLMs when F-test used with na.exclude.
car,2.0-12,2012-01-17,8,package now byte-compiled.
car,2.0-11,2011-08-10,0,"the arguments to deltaMethod have changed, with parameterPrefix replaced by parameterNames. See documentation for useage."
car,2.0-11,2011-08-10,1,"deltaMethod methods for lmList, nlsList, and mer objects have been added. The syntax for the multinom method has been improved."
car,2.0-11,2011-08-10,2,the 'layout' argument is used in several graphical functions to determine the layout of multiple graphs within the same graphical window. Setting layout=NA in these functions suppresses this behavior and the user can set the layout outside the function (suggested by Steve Milborrow)
car,2.0-11,2011-08-10,3,compareCoefs() works with 'mer' objects created by lme4
car,2.0-11,2011-08-10,4,"avPlot() now will optionally plot concentration ellipses; avPlot() and avPlots() invisibly return coordinates (suggested by Michael Friendly, with contributed code)."
car,2.0-11,2011-08-10,5,"dataEllipse() now allows combination of add=FALSE and plot.points=FALSE (suggested by Michael Friendly, with contributed code); the ellipse functions have acquired a ""draw"" argument, which can be used to suppress graphical output (suggestion of Benoit Bruneau)."
car,2.0-11,2011-08-10,6,"ellipse(), confidenceEllipse(), and dataEllipse() return coordinates invisibly (suggested by Michael Friendly, with contributed code)."
car,2.0-11,2011-08-10,7,"fixed bug in printed representation of hypotheses with numbers starting with ""-1"" or ""+1"" (e.g., ""-10"") by linearHypothesis() (reported by Vincent Arel-Bundock)."
car,2.0-11,2011-08-10,8,local version of fixef() to avoid lme4/nlme conflicts that surfaced in some situations with Anova().
car,2.0-11,2011-08-10,9,changed order of columns in ANOVA tables for mixed models to make them consistent with other models.
car,2.0-10,2011-04-09,0,changed tukeyNonaddTest to be sure the test exists.
car,2.0-10,2011-04-09,1,changed the default in residualPlots for AsIs from FALSE to TRUE.
car,2.0-10,2011-04-09,2,improved color choice in scatterplot and scatterplotMatrix (at suggestion of Dan Putler).
car,2.0-10,2011-04-09,3,moved up ... argument in qqPlot.default (suggestion of Peter Ehlers).
car,2.0-10,2011-04-09,4,"changed label on marginal model plot for generalized linear models verses fitted values to 'fitted values' rather than the incorrect 'Linear predictor"""
car,2.0-10,2011-04-09,5,mmp now passes graphical parameters to par
car,2.0-10,2011-04-09,6,mmps now works correctly with 'gam' models (mgcv package)
car,2.0-10,2011-04-09,7,modified bootCase to work with multivariate lm objects
car,2.0-9,2011-01-31,0,added Anova and linearHypothesis methods for mixed-effects model objects created by lmer in lme4 and lme in nlme.
car,2.0-9,2011-01-31,1,"added matchCoefs, convenience function to use with linearHypothesis."
car,2.0-9,2011-01-31,2,"scatterplot makes parallel boxplots, calling Boxplot, when x is a factor."
car,2.0-9,2011-01-31,3,"mmps (marginal model plots) works better with multidimensional terms like splines and polynomials, and permits plotting against terms in the data frame but not in the model formula. AsIs argument removed."
car,2.0-9,2011-01-31,4,"residualPlots handles matrix-predictors similarly to mmps, above."
car,2.0-9,2011-01-31,5,recode allows the recode-specification string to be split over more than one line.
car,2.0-9,2011-01-31,6,"small fixes to Anova.multinom, Anova.polr, and leveneTest."
car,2.0-8,2011-01-03,0,added optional argument legend.coords to scatterplot to place legend (after question by Blaine Maley).
car,2.0-8,2011-01-03,1,bug fixes to powerTransform and residualPlots.
car,2.0-7,2010-12-18,0,"added fill and fill.alpha arguments to ellipse, etc., for translucent filled ellipses (suggested by Michael Friendly)."
car,2.0-7,2010-12-18,1,"fixed bug in recode, when a legitimate string includes the characters ""else"" (reported by Gustaf Rydevik)."
car,2.0-7,2010-12-18,2,"carWeb() now works with web site for the R Companion, Second Edition."
car,2.0-6,2010-11-11,0,"change influenceIndexPlots to used type=""h"" rather than type=""l""."
car,2.0-6,2010-11-11,1,added surface.alpha and ellipsoid.alpha arguments to scatter3d.
car,2.0-5,,0,"add xlab and ylab arguments to avPlots, crPlots, ceresPlots, etc., to override default labeling if desired."
car,2.0-5,,1,"fix col and col.lines arguments in avPlots, crPlots, ceresPlots, etc., so graphical functions work the same way."
car,2.0-5,,2,"confidenceEllipse.lm and .glm now have add argument, courtesy of Rafael Laboissiere."
car,2.0-5,,3,small fixes to docs.
car,2.0-4,,0,"fix col argument to work to set point colors with residualPlots, leveragePlots, invTranPlot, marginalModelPlots"
car,2.0-3,,0,coefTable() changed to compareCoefs() to avoid name clash with the miscTools package (reported Arne Henningsen).
car,2.0-3,,1,Small changes.
car,2.0-2,2010-08-01,0,leaps package demoted from Depends to Suggests to avoid problem for Debian (reported by Dirk Eddelbuettel).
car,2.0-1,2010-07-29,0,"No longer export non-standard coef.multinom() (problem reported by Brian Ripley, Achim Zeileis)."
car,2.0-0,2010-07-26,0,Functions renamed to camel case.
car,2.0-0,2010-07-26,1,"New functions: bootCase(), Boxplot(), deltaMethod(), inverseResponsePlot(), invTranPlot(), various transformation functions"
car,2.0-0,2010-07-26,2,"Reworked (or renamed): Anova(), avPlots(), boxCoxVariable(), boxTidwell(), ceresPlots(), crPlots(), durbinWatsonTest(), hccm(), influencePlot(), leveneTest(), leveragePlots(), linearHypothesis(), ncvTest(), outlierTest(), qqPlot(), regLine(), scatterplot(), scatterplotMatrix(), spreadLevelPlot(), transformation-axis functions, vif()."
car,2.0-0,2010-07-26,3,"Removed: Ask(), box.cox.powers(), box.cox(), cookd(), n.bins()."
car,2.0-0,2010-07-26,4,Added WeightLoss data set (courtesy of Michael Friendly).
car,2.0-0,2010-07-26,5,Utility functions no longer exported; some removed.
car,2.0-0,2010-07-26,6,"Most moved, renamed, removed functions retained as deprecated functions."
car,2.0-0,2010-07-26,7,"Improvements to linearHypothesis(), thanks to Achim Zeileis."
car,2.0-0,2010-07-26,8,Small changes.
car,1.0-0,,0,Added functions for effects plots [see help(effect)].
car,1.0-0,,1,Edited .Rd files to use \method{} for generics.
car,1.0-0,,2,Changed some F's to f's
car,1.0-0,,3,Modified durbin.watson to allow directional alternative hypotheses
car,1.0-1,,0,Reworked glm methods for Anova for type II LR and F tests to avoid scoping issues produced by use of update.
car,1.0-1,,1,Added reset.par argument to scatterplot.default to allow addition of graphical elements to the plot.
car,1.0-1,,2,"The generic function Var and its methods are deprecated, in favour of vcov, now in the base package."
car,1.0-2,,0,The fitted line can be suppressed in qq.plot.
car,1.0-2,,1,"ceres.plots can now handle models that include transformed predictors -- e.g., log(x), I(x^2)."
car,1.0-2,,2,Fixed bug in Anova which caused it to fail calculating type-II F or LR tests for glms in certain circumstances. (Bug introduced in version 1.0-1.)
car,1.0-2,,3,Made arguments of method functions consistent with generics (mostly adding ... to methods).
car,1.0-2,,4,"Fixed a bug in plot.effect which caused nonalphabetical orderings of factor levels to be lost; added arguments cex, xlim, and ylim to plot.effect."
car,1.0-2,,5,Modified effect to permit computing effects for terms not in the model or with higher-order relatives in the model.
car,1.0-2,,6,"Added functions contr.Treatment, contr.Sum, and contr.Helmert; see help(Contrasts)."
car,1.0-2,,7,Added Burt.txt data set (to go with Burt.Rd documentation file already there).
car,1.0-2,,8,Added Arrests.txt data set.
car,1.0-2,,9,"Fixed an error in hccm.lm which produced incorrect values for the ""hc1"", ""hc2"", and ""hc3"" corrections; added ""hc4"" correction."
car,1.0-2,,10,Modified influence.glm to handle 0 prior weights; changes to influence.lm and influence.glm to insure compatibility with R 1.7.0.
car,1.0-2,,11,"removed quietly=TRUE from several calls to require(), to avoid invisibly altering the search path."
car,1.0-3,,0,All deletion diagnostics (with the exception of cookd) have been moved to the base package (as of R 1.7.0) and are removed from car; cookd now simply calls cooks.distance in the base package.
car,1.0-3,,1,"plot.effect modified was modified so that it can plot on the scale of the ""link"" function but label axes on the scale of the response. See ?plot.effect for details."
car,1.0-4,,0,Modified box.cox.powers to accept hypotheses to be tested.
car,1.0-4,,1,Removed effect-display functions (to effects package).
car,1.0-4,,2,Added warnings to Anova methods for F-tests in binomial and Poisson GLMs that the dispersion is estimated rather than taken as 1.
car,1.0-5,,0,"Small changes to scatterplot and scatterplot.matrix to avoid ""condition has length > 1"" warnings."
car,1.0-6,,0,"Print method for outlier.test no longer prints NA for Bonferroni p-values > 1; prints ""> 1""."
car,1.0-7,,0,"More small changes to scatterplot to avoid ""condition has length > 1"" warnings."
car,1.0-8,,0,Small correction to documentation for recode.
car,1.0-8,,1,Restored missing States data frame.
